5.000000e+01  5.000000e+01 0.0
3.918546e+01  4.098489e+01 0.0
3.057395e+01  3.371926e+01 0.0
2.372265e+01  2.785579e+01 0.0
1.827738e+01  2.311648e+01 0.0
1.395494e+01  1.927872e+01 0.0
1.052883e+01  1.616429e+01 0.0
7.817969e+00  1.363043e+01 0.0
5.677582e+00  1.156276e+01 0.0
3.991951e+00  9.869579e+00 0.0
2.668612e+00  8.477320e+00 0.0
1.633719e+00  7.326900e+00 0.0
8.283415e-01  6.370780e+00 0.0
2.055182e-01  5.570605e+00 0.0
-2.720821e-01  4.895287e+00 0.0
-6.339985e-01  4.319442e+00 0.0
-9.033957e-01  3.822078e+00 0.0
-1.098101e+00  3.385467e+00 0.0
-1.231258e+00  2.994110e+00 0.0
-1.311506e+00  2.633740e+00 0.0
-1.342488e+00  2.290427e+00 0.0
-1.321524e+00  1.950589e+00 0.0
-1.239239e+00  1.605729e+00 0.0
-1.091819e+00  1.269732e+00 0.0
-9.127887e-01  9.831411e-01 0.0
-7.485439e-01  7.580467e-01 0.0
-6.125863e-01  5.805310e-01 0.0
-5.028475e-01  4.392119e-01 0.0
-4.148408e-01  3.263208e-01 0.0
-3.443868e-01  2.360456e-01 0.0
-2.880127e-01  1.638340e-01 0.0
-2.429109e-01  1.060666e-01 0.0
-2.068289e-01  5.985314e-02 0.0
-1.779631e-01  2.288249e-02 0.0
-1.548705e-01  -6.694018e-03 0.0
-1.363964e-01  -3.035522e-02 0.0
-1.216171e-01  -4.928417e-02 0.0
-1.097937e-01  -6.442734e-02 0.0
-1.003350e-01  -7.654187e-02 0.0
-9.276797e-02  -8.623350e-02 0.0
-8.671438e-02  -9.398680e-02 0.0
-8.187150e-02  -1.001894e-01 0.0
-7.799720e-02  -1.051516e-01 0.0
-7.489776e-02  -1.091212e-01 0.0
-7.241821e-02  -1.122970e-01 0.0
-7.043457e-02  -1.148376e-01 0.0
-6.884765e-02  -1.168701e-01 0.0
-6.757812e-02  -1.184961e-01 0.0
-6.656250e-02  -1.197968e-01 0.0
-6.575000e-02  -1.208375e-01 0.0
-6.510000e-02  -1.216700e-01 0.0
-6.458000e-02  -1.223360e-01 0.0
-6.416400e-02  -1.228688e-01 0.0
-6.383120e-02  -1.232950e-01 0.0
-6.356496e-02  -1.236360e-01 0.0
-6.335197e-02  -1.239088e-01 0.0
-6.318157e-02  -1.241271e-01 0.0
-6.304526e-02  -1.243016e-01 0.0
-6.293621e-02  -1.244413e-01 0.0
-6.284897e-02  -1.245531e-01 0.0
-6.277917e-02  -1.246424e-01 0.0
-6.272334e-02  -1.247140e-01 0.0
-6.267867e-02  -1.247712e-01 0.0
-6.264294e-02  -1.248169e-01 0.0
-6.261435e-02  -1.248535e-01 0.0
-6.259148e-02  -1.248828e-01 0.0
-6.257318e-02  -1.249063e-01 0.0
-6.255855e-02  -1.249250e-01 0.0
-6.254684e-02  -1.249400e-01 0.0
-6.253747e-02  -1.249520e-01 0.0
-6.252998e-02  -1.249616e-01 0.0
-6.252398e-02  -1.249693e-01 0.0
-6.251918e-02  -1.249754e-01 0.0
-6.251535e-02  -1.249803e-01 0.0
-6.251228e-02  -1.249843e-01 0.0
-6.250982e-02  -1.249874e-01 0.0
-6.250786e-02  -1.249899e-01 0.0
-6.250629e-02  -1.249919e-01 0.0
-6.250503e-02  -1.249936e-01 0.0
-6.250402e-02  -1.249948e-01 0.0
-6.250322e-02  -1.249959e-01 0.0
-6.250257e-02  -1.249967e-01 0.0
-6.250206e-02  -1.249974e-01 0.0
-6.250165e-02  -1.249979e-01 0.0
-6.250132e-02  -1.249983e-01 0.0
-6.250105e-02  -1.249986e-01 0.0
-6.250084e-02  -1.249989e-01 0.0
-6.250067e-02  -1.249991e-01 0.0
-6.250054e-02  -1.249993e-01 0.0
-6.250043e-02  -1.249994e-01 0.0
-6.250035e-02  -1.249996e-01 0.0
-6.250028e-02  -1.249996e-01 0.0
-6.250022e-02  -1.249997e-01 0.0
-6.250018e-02  -1.249998e-01 0.0
-6.250014e-02  -1.249998e-01 0.0
-6.250011e-02  -1.249999e-01 0.0
-6.250009e-02  -1.249999e-01 0.0
-6.250007e-02  -1.249999e-01 0.0
-6.250006e-02  -1.249999e-01 0.0
-6.250005e-02  -1.249999e-01 0.0
-6.250004e-02  -1.250000e-01 0.0
-6.250003e-02  -1.250000e-01 0.0
-6.250002e-02  -1.250000e-01 0.0
-6.250002e-02  -1.250000e-01 0.0
-6.250002e-02  -1.250000e-01 0.0
-6.250001e-02  -1.250000e-01 0.0
-6.250001e-02  -1.250000e-01 0.0
-6.250001e-02  -1.250000e-01 0.0
-6.250001e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
-6.250000e-02  -1.250000e-01 0.0
